turn_number,phase,strategy,node_id,node_label,signal_name,signal_value,signal_weight,weighted_contribution,phase_multiplier,phase_bonus,base_score,final_score,rank,selected,gated,gate_signal
1,early,ascend,64c61bc5-6673-46d4-a032-3ae6fa48ba5c,deliberate beverage choice-making,interview.strategy.self_count,0.0,-1.5,-0.0,1.0,0.0,0.516,0.516,5,False,False,
1,early,ascend,64c61bc5-6673-46d4-a032-3ae6fa48ba5c,deliberate beverage choice-making,interview.strategy.self_count.high,False,-1.0,0.0,1.0,0.0,0.516,0.516,5,False,False,
1,early,ascend,64c61bc5-6673-46d4-a032-3ae6fa48ba5c,deliberate beverage choice-making,convgraph.node.chain.has_attribute_foundation.true,True,0.2,0.2,1.0,0.0,0.516,0.516,5,False,False,
1,early,ascend,64c61bc5-6673-46d4-a032-3ae6fa48ba5c,deliberate beverage choice-making,convgraph.node.chain.has_attribute_foundation.false,False,-0.5,0.0,1.0,0.0,0.516,0.516,5,False,False,
1,early,ascend,slot_45528e63ea45,,(gated),,,0,1.0,0.0,0.0,0.0,8,False,True,convgraph.node.chain.gap.above
1,early,ascend,slot_697127306888,,(gated),,,0,1.0,0.0,0.0,0.0,8,False,True,convgraph.node.chain.gap.above
1,early,ascend,slot_8cd8a1de9ad2,,(gated),,,0,1.0,0.0,0.0,0.0,8,False,True,convgraph.node.chain.gap.above
1,early,ascend,slot_0439bf9f0a59,,(gated),,,0,1.0,0.0,0.0,0.0,8,False,True,convgraph.node.chain.gap.above
1,early,ground,7ab35cff-2575-47b5-b269-26f07037cd88,zero sugar formulation,(gated),,,0,1.0,0.0,0.0,0.0,8,False,True,convgraph.node.chain.gap.below
1,early,ground,2038f8e0-f982-4daf-bd29-d854c36a3e1a,avoiding energy crash after consumption,(gated),,,0,1.0,0.0,0.0,0.0,8,False,True,convgraph.node.chain.gap.below
1,early,ground,158b1eca-60a3-459a-a0bc-7b9ae5a62b66,acceptable taste despite no sugar,(gated),,,0,1.0,0.0,0.0,0.0,8,False,True,convgraph.node.chain.gap.below
1,early,ground,64c61bc5-6673-46d4-a032-3ae6fa48ba5c,deliberate beverage choice-making,(gated),,,0,1.0,0.0,0.0,0.0,8,False,True,convgraph.node.chain.gap.below
1,early,ground,slot_45528e63ea45,,(gated),,,0,1.0,0.0,0.0,0.0,8,False,True,convgraph.node.chain.gap.below
1,early,ground,slot_697127306888,,(gated),,,0,1.0,0.0,0.0,0.0,8,False,True,convgraph.node.chain.gap.below
1,early,ground,slot_8cd8a1de9ad2,,(gated),,,0,1.0,0.0,0.0,0.0,8,False,True,convgraph.node.chain.gap.below
1,early,ground,slot_0439bf9f0a59,,(gated),,,0,1.0,0.0,0.0,0.0,8,False,True,convgraph.node.chain.gap.below
1,early,bridge,7ab35cff-2575-47b5-b269-26f07037cd88,zero sugar formulation,(gated),,,0,1.0,0.0,0.0,0.0,8,False,True,convgraph.node.chain.level.skip
1,early,bridge,2038f8e0-f982-4daf-bd29-d854c36a3e1a,avoiding energy crash after consumption,(gated),,,0,1.0,0.0,0.0,0.0,8,False,True,convgraph.node.chain.level.skip
1,early,bridge,158b1eca-60a3-459a-a0bc-7b9ae5a62b66,acceptable taste despite no sugar,(gated),,,0,1.0,0.0,0.0,0.0,8,False,True,convgraph.node.chain.level.skip
1,early,bridge,64c61bc5-6673-46d4-a032-3ae6fa48ba5c,deliberate beverage choice-making,(gated),,,0,1.0,0.0,0.0,0.0,8,False,True,convgraph.node.chain.level.skip
1,early,bridge,slot_45528e63ea45,,(gated),,,0,1.0,0.0,0.0,0.0,8,False,True,convgraph.node.chain.level.skip
1,early,bridge,slot_697127306888,,(gated),,,0,1.0,0.0,0.0,0.0,8,False,True,convgraph.node.chain.level.skip
1,early,bridge,slot_8cd8a1de9ad2,,(gated),,,0,1.0,0.0,0.0,0.0,8,False,True,convgraph.node.chain.level.skip
1,early,bridge,slot_0439bf9f0a59,,(gated),,,0,1.0,0.0,0.0,0.0,8,False,True,convgraph.node.chain.level.skip
1,early,branch,7ab35cff-2575-47b5-b269-26f07037cd88,zero sugar formulation,convgraph.node.chain.branching_deficit,1.0,0.25,0.25,1.4,0.1,0.65,1.01,1,True,False,
1,early,branch,7ab35cff-2575-47b5-b269-26f07037cd88,zero sugar formulation,convgraph.node.recency,0.0,0.15,0.0,1.4,0.1,0.65,1.01,1,True,False,
1,early,branch,7ab35cff-2575-47b5-b269-26f07037cd88,zero sugar formulation,convgraph.node.exhaustion,0.0,-0.3,-0.0,1.4,0.1,0.65,1.01,1,True,False,
1,early,branch,7ab35cff-2575-47b5-b269-26f07037cd88,zero sugar formulation,response.semantic.llm.engagement.high,True,0.1,0.1,1.4,0.1,0.65,1.01,1,True,False,
1,early,branch,7ab35cff-2575-47b5-b269-26f07037cd88,zero sugar formulation,interview.strategy.self_count,0.0,-0.15,-0.0,1.4,0.1,0.65,1.01,1,True,False,
1,early,branch,7ab35cff-2575-47b5-b269-26f07037cd88,zero sugar formulation,convgraph.node.chain.has_attribute_foundation.true,True,0.3,0.3,1.4,0.1,0.65,1.01,1,True,False,
1,early,branch,7ab35cff-2575-47b5-b269-26f07037cd88,zero sugar formulation,convgraph.node.chain.has_terminal_apex.true,False,0.5,0.0,1.4,0.1,0.65,1.01,1,True,False,
1,early,branch,2038f8e0-f982-4daf-bd29-d854c36a3e1a,avoiding energy crash after consumption,convgraph.node.chain.branching_deficit,1.0,0.25,0.25,1.4,0.1,0.65,1.01,2,False,False,
1,early,branch,2038f8e0-f982-4daf-bd29-d854c36a3e1a,avoiding energy crash after consumption,convgraph.node.recency,0.0,0.15,0.0,1.4,0.1,0.65,1.01,2,False,False,
1,early,branch,2038f8e0-f982-4daf-bd29-d854c36a3e1a,avoiding energy crash after consumption,convgraph.node.exhaustion,0.0,-0.3,-0.0,1.4,0.1,0.65,1.01,2,False,False,
1,early,branch,2038f8e0-f982-4daf-bd29-d854c36a3e1a,avoiding energy crash after consumption,response.semantic.llm.engagement.high,True,0.1,0.1,1.4,0.1,0.65,1.01,2,False,False,
1,early,branch,2038f8e0-f982-4daf-bd29-d854c36a3e1a,avoiding energy crash after consumption,interview.strategy.self_count,0.0,-0.15,-0.0,1.4,0.1,0.65,1.01,2,False,False,
1,early,branch,2038f8e0-f982-4daf-bd29-d854c36a3e1a,avoiding energy crash after consumption,convgraph.node.chain.has_attribute_foundation.true,True,0.3,0.3,1.4,0.1,0.65,1.01,2,False,False,
1,early,branch,2038f8e0-f982-4daf-bd29-d854c36a3e1a,avoiding energy crash after consumption,convgraph.node.chain.has_terminal_apex.true,False,0.5,0.0,1.4,0.1,0.65,1.01,2,False,False,
1,early,branch,158b1eca-60a3-459a-a0bc-7b9ae5a62b66,acceptable taste despite no sugar,convgraph.node.chain.branching_deficit,1.0,0.25,0.25,1.4,0.1,0.65,1.01,3,False,False,
1,early,branch,158b1eca-60a3-459a-a0bc-7b9ae5a62b66,acceptable taste despite no sugar,convgraph.node.recency,0.0,0.15,0.0,1.4,0.1,0.65,1.01,3,False,False,
1,early,branch,158b1eca-60a3-459a-a0bc-7b9ae5a62b66,acceptable taste despite no sugar,convgraph.node.exhaustion,0.0,-0.3,-0.0,1.4,0.1,0.65,1.01,3,False,False,
1,early,branch,158b1eca-60a3-459a-a0bc-7b9ae5a62b66,acceptable taste despite no sugar,response.semantic.llm.engagement.high,True,0.1,0.1,1.4,0.1,0.65,1.01,3,False,False,
1,early,branch,158b1eca-60a3-459a-a0bc-7b9ae5a62b66,acceptable taste despite no sugar,interview.strategy.self_count,0.0,-0.15,-0.0,1.4,0.1,0.65,1.01,3,False,False,
1,early,branch,158b1eca-60a3-459a-a0bc-7b9ae5a62b66,acceptable taste despite no sugar,convgraph.node.chain.has_attribute_foundation.true,True,0.3,0.3,1.4,0.1,0.65,1.01,3,False,False,
1,early,branch,158b1eca-60a3-459a-a0bc-7b9ae5a62b66,acceptable taste despite no sugar,convgraph.node.chain.has_terminal_apex.true,False,0.5,0.0,1.4,0.1,0.65,1.01,3,False,False,
1,early,branch,64c61bc5-6673-46d4-a032-3ae6fa48ba5c,deliberate beverage choice-making,convgraph.node.chain.branching_deficit,1.0,0.25,0.25,1.4,0.1,0.65,1.01,4,False,False,
1,early,branch,64c61bc5-6673-46d4-a032-3ae6fa48ba5c,deliberate beverage choice-making,convgraph.node.recency,0.0,0.15,0.0,1.4,0.1,0.65,1.01,4,False,False,
1,early,branch,64c61bc5-6673-46d4-a032-3ae6fa48ba5c,deliberate beverage choice-making,convgraph.node.exhaustion,0.0,-0.3,-0.0,1.4,0.1,0.65,1.01,4,False,False,
1,early,branch,64c61bc5-6673-46d4-a032-3ae6fa48ba5c,deliberate beverage choice-making,response.semantic.llm.engagement.high,True,0.1,0.1,1.4,0.1,0.65,1.01,4,False,False,
1,early,branch,64c61bc5-6673-46d4-a032-3ae6fa48ba5c,deliberate beverage choice-making,interview.strategy.self_count,0.0,-0.15,-0.0,1.4,0.1,0.65,1.01,4,False,False,
1,early,branch,64c61bc5-6673-46d4-a032-3ae6fa48ba5c,deliberate beverage choice-making,convgraph.node.chain.has_attribute_foundation.true,True,0.3,0.3,1.4,0.1,0.65,1.01,4,False,False,
1,early,branch,64c61bc5-6673-46d4-a032-3ae6fa48ba5c,deliberate beverage choice-making,convgraph.node.chain.has_terminal_apex.true,False,0.5,0.0,1.4,0.1,0.65,1.01,4,False,False,
1,early,branch,slot_45528e63ea45,,(gated),,,0,1.0,0.0,0.0,0.0,8,False,True,convgraph.node.chain.branching_deficit
1,early,branch,slot_697127306888,,(gated),,,0,1.0,0.0,0.0,0.0,8,False,True,convgraph.node.chain.branching_deficit
1,early,branch,slot_8cd8a1de9ad2,,(gated),,,0,1.0,0.0,0.0,0.0,8,False,True,convgraph.node.chain.branching_deficit
1,early,branch,slot_0439bf9f0a59,,(gated),,,0,1.0,0.0,0.0,0.0,8,False,True,convgraph.node.chain.branching_deficit
1,early,anchor,7ab35cff-2575-47b5-b269-26f07037cd88,zero sugar formulation,(gated),,,0,1.0,0.0,0.0,0.0,8,False,True,convgraph.node.is_orphan
1,early,anchor,2038f8e0-f982-4daf-bd29-d854c36a3e1a,avoiding energy crash after consumption,(gated),,,0,1.0,0.0,0.0,0.0,8,False,True,convgraph.node.is_orphan
1,early,anchor,158b1eca-60a3-459a-a0bc-7b9ae5a62b66,acceptable taste despite no sugar,(gated),,,0,1.0,0.0,0.0,0.0,8,False,True,convgraph.node.is_orphan
1,early,anchor,64c61bc5-6673-46d4-a032-3ae6fa48ba5c,deliberate beverage choice-making,(gated),,,0,1.0,0.0,0.0,0.0,8,False,True,convgraph.node.is_orphan
1,early,anchor,slot_45528e63ea45,,(gated),,,0,1.0,0.0,0.0,0.0,8,False,True,convgraph.node.is_orphan
1,early,anchor,slot_697127306888,,(gated),,,0,1.0,0.0,0.0,0.0,8,False,True,convgraph.node.is_orphan
1,early,anchor,slot_8cd8a1de9ad2,,(gated),,,0,1.0,0.0,0.0,0.0,8,False,True,convgraph.node.is_orphan
1,early,anchor,slot_0439bf9f0a59,,(gated),,,0,1.0,0.0,0.0,0.0,8,False,True,convgraph.node.is_orphan
1,early,revitalize,,,response.semantic.llm.engagement.low,False,0.5,0.0,1.0,0.0,-0.4,-0.4,6,False,False,
1,early,revitalize,,,response.semantic.llm.engagement.trend.shallowing,False,0.3,0.0,1.0,0.0,-0.4,-0.4,6,False,False,
1,early,revitalize,,,response.semantic.llm.engagement.trend.fatigued,False,0.8,0.0,1.0,0.0,-0.4,-0.4,6,False,False,
1,early,revitalize,,,meta.saturation.conversation,0.0,-0.4,-0.0,1.0,0.0,-0.4,-0.4,6,False,False,
1,early,revitalize,,,meta.saturation.canonical,1.0,-0.4,-0.4,1.0,0.0,-0.4,-0.4,6,False,False,
1,early,revitalize,,,interview.strategy.self_count,0.0,-0.5,-0.0,1.0,0.0,-0.4,-0.4,6,False,False,
1,early,close,,,interview.phase.late,False,0.8,0.0,0.2,0.0,-3.0,-0.6,7,False,False,
1,early,close,,,interview.phase.early,True,-3.0,-3.0,0.2,0.0,-3.0,-0.6,7,False,False,
1,early,close,,,interview.phase.mid,False,-3.0,0.0,0.2,0.0,-3.0,-0.6,7,False,False,
1,early,close,,,interview.strategy.self_count,0.0,-0.5,-0.0,0.2,0.0,-3.0,-0.6,7,False,False,
2,early,ascend,7ab35cff-2575-47b5-b269-26f07037cd88,zero sugar formulation,(gated),,,0,1.0,0.0,0.0,0.0,11,False,True,convgraph.node.chain.gap.above
2,early,ascend,2038f8e0-f982-4daf-bd29-d854c36a3e1a,avoiding energy crash after consumption,(gated),,,0,1.0,0.0,0.0,0.0,11,False,True,convgraph.node.chain.gap.above
2,early,ascend,158b1eca-60a3-459a-a0bc-7b9ae5a62b66,acceptable taste despite no sugar,(gated),,,0,1.0,0.0,0.0,0.0,11,False,True,convgraph.node.chain.gap.above
2,early,ascend,64c61bc5-6673-46d4-a032-3ae6fa48ba5c,deliberate beverage choice-making,convgraph.node.chain.gap.above.true,True,0.25,0.25,1.0,0.0,0.516,0.516,8,False,False,
2,early,ascend,64c61bc5-6673-46d4-a032-3ae6fa48ba5c,deliberate beverage choice-making,convgraph.node.chain.fan_in,2,0.033,0.066,1.0,0.0,0.516,0.516,8,False,False,
2,early,ascend,64c61bc5-6673-46d4-a032-3ae6fa48ba5c,deliberate beverage choice-making,convgraph.node.recency,0.0,0.15,0.0,1.0,0.0,0.516,0.516,8,False,False,
2,early,ascend,64c61bc5-6673-46d4-a032-3ae6fa48ba5c,deliberate beverage choice-making,convgraph.node.exhaustion,0.0,-0.8,-0.0,1.0,0.0,0.516,0.516,8,False,False,
2,early,ascend,64c61bc5-6673-46d4-a032-3ae6fa48ba5c,deliberate beverage choice-making,convgraph.node.focus.count.high,False,-0.8,0.0,1.0,0.0,0.516,0.516,8,False,False,
2,early,ascend,64c61bc5-6673-46d4-a032-3ae6fa48ba5c,deliberate beverage choice-making,convgraph.node.focus.count.medium,False,-0.4,0.0,1.0,0.0,0.516,0.516,8,False,False,
2,early,ascend,64c61bc5-6673-46d4-a032-3ae6fa48ba5c,deliberate beverage choice-making,response.semantic.llm.engagement.low,False,-0.3,0.0,1.0,0.0,0.516,0.516,8,False,False,
2,early,ascend,64c61bc5-6673-46d4-a032-3ae6fa48ba5c,deliberate beverage choice-making,interview.strategy.self_count,0.0,-1.5,-0.0,1.0,0.0,0.516,0.516,8,False,False,
2,early,ascend,64c61bc5-6673-46d4-a032-3ae6fa48ba5c,deliberate beverage choice-making,interview.strategy.self_count.high,False,-1.0,0.0,1.0,0.0,0.516,0.516,8,False,False,
2,early,ascend,64c61bc5-6673-46d4-a032-3ae6fa48ba5c,deliberate beverage choice-making,convgraph.node.chain.has_attribute_foundation.true,True,0.2,0.2,1.0,0.0,0.516,0.516,8,False,False,
2,early,ascend,64c61bc5-6673-46d4-a032-3ae6fa48ba5c,deliberate beverage choice-making,convgraph.node.chain.has_attribute_foundation.false,False,-0.5,0.0,1.0,0.0,0.516,0.516,8,False,False,
2,early,ascend,slot_45528e63ea45,,(gated),,,0,1.0,0.0,0.0,0.0,11,False,True,convgraph.node.chain.gap.above
2,early,ascend,slot_697127306888,,(gated),,,0,1.0,0.0,0.0,0.0,11,False,True,convgraph.node.chain.gap.above
2,early,ascend,slot_8cd8a1de9ad2,,(gated),,,0,1.0,0.0,0.0,0.0,11,False,True,convgraph.node.chain.gap.above
2,early,ascend,slot_0439bf9f0a59,,(gated),,,0,1.0,0.0,0.0,0.0,11,False,True,convgraph.node.chain.gap.above
2,early,ascend,e0ddcad2-bd38-4efc-8000-c7bff0a96fbf,absence of artificial sweetener aftertaste,(gated),,,0,1.0,0.0,0.0,0.0,11,False,True,convgraph.node.chain.gap.above
2,early,ascend,382fe8cb-900f-44bf-8e0b-4a33674d6ae2,avoiding unpleasant taste experience,convgraph.node.chain.gap.above.true,True,0.25,0.25,1.0,0.0,0.549,0.549,7,False,False,
2,early,ascend,382fe8cb-900f-44bf-8e0b-4a33674d6ae2,avoiding unpleasant taste experience,convgraph.node.chain.fan_in,3,0.033,0.099,1.0,0.0,0.549,0.549,7,False,False,
2,early,ascend,382fe8cb-900f-44bf-8e0b-4a33674d6ae2,avoiding unpleasant taste experience,convgraph.node.recency,0.0,0.15,0.0,1.0,0.0,0.549,0.549,7,False,False,
2,early,ascend,382fe8cb-900f-44bf-8e0b-4a33674d6ae2,avoiding unpleasant taste experience,convgraph.node.exhaustion,0.0,-0.8,-0.0,1.0,0.0,0.549,0.549,7,False,False,
2,early,ascend,382fe8cb-900f-44bf-8e0b-4a33674d6ae2,avoiding unpleasant taste experience,convgraph.node.focus.count.high,False,-0.8,0.0,1.0,0.0,0.549,0.549,7,False,False,
2,early,ascend,382fe8cb-900f-44bf-8e0b-4a33674d6ae2,avoiding unpleasant taste experience,convgraph.node.focus.count.medium,False,-0.4,0.0,1.0,0.0,0.549,0.549,7,False,False,
2,early,ascend,382fe8cb-900f-44bf-8e0b-4a33674d6ae2,avoiding unpleasant taste experience,response.semantic.llm.engagement.low,False,-0.3,0.0,1.0,0.0,0.549,0.549,7,False,False,
2,early,ascend,382fe8cb-900f-44bf-8e0b-4a33674d6ae2,avoiding unpleasant taste experience,interview.strategy.self_count,0.0,-1.5,-0.0,1.0,0.0,0.549,0.549,7,False,False,
2,early,ascend,382fe8cb-900f-44bf-8e0b-4a33674d6ae2,avoiding unpleasant taste experience,interview.strategy.self_count.high,False,-1.0,0.0,1.0,0.0,0.549,0.549,7,False,False,
2,early,ascend,382fe8cb-900f-44bf-8e0b-4a33674d6ae2,avoiding unpleasant taste experience,convgraph.node.chain.has_attribute_foundation.true,True,0.2,0.2,1.0,0.0,0.549,0.549,7,False,False,
2,early,ascend,382fe8cb-900f-44bf-8e0b-4a33674d6ae2,avoiding unpleasant taste experience,convgraph.node.chain.has_attribute_foundation.false,False,-0.5,0.0,1.0,0.0,0.549,0.549,7,False,False,
2,early,ground,7ab35cff-2575-47b5-b269-26f07037cd88,zero sugar formulation,(gated),,,0,1.0,0.0,0.0,0.0,11,False,True,convgraph.node.chain.gap.below
2,early,ground,2038f8e0-f982-4daf-bd29-d854c36a3e1a,avoiding energy crash after consumption,(gated),,,0,1.0,0.0,0.0,0.0,11,False,True,convgraph.node.chain.gap.below
2,early,ground,158b1eca-60a3-459a-a0bc-7b9ae5a62b66,acceptable taste despite no sugar,(gated),,,0,1.0,0.0,0.0,0.0,11,False,True,convgraph.node.chain.gap.below
2,early,ground,64c61bc5-6673-46d4-a032-3ae6fa48ba5c,deliberate beverage choice-making,(gated),,,0,1.0,0.0,0.0,0.0,11,False,True,convgraph.node.chain.gap.below
2,early,ground,slot_45528e63ea45,,(gated),,,0,1.0,0.0,0.0,0.0,11,False,True,convgraph.node.chain.gap.below
2,early,ground,slot_697127306888,,(gated),,,0,1.0,0.0,0.0,0.0,11,False,True,convgraph.node.chain.gap.below
2,early,ground,slot_8cd8a1de9ad2,,(gated),,,0,1.0,0.0,0.0,0.0,11,False,True,convgraph.node.chain.gap.below
2,early,ground,slot_0439bf9f0a59,,(gated),,,0,1.0,0.0,0.0,0.0,11,False,True,convgraph.node.chain.gap.below
2,early,ground,e0ddcad2-bd38-4efc-8000-c7bff0a96fbf,absence of artificial sweetener aftertaste,(gated),,,0,1.0,0.0,0.0,0.0,11,False,True,convgraph.node.chain.gap.below
2,early,ground,382fe8cb-900f-44bf-8e0b-4a33674d6ae2,avoiding unpleasant taste experience,(gated),,,0,1.0,0.0,0.0,0.0,11,False,True,convgraph.node.chain.gap.below
2,early,bridge,7ab35cff-2575-47b5-b269-26f07037cd88,zero sugar formulation,(gated),,,0,1.0,0.0,0.0,0.0,11,False,True,convgraph.node.chain.level.skip
2,early,bridge,2038f8e0-f982-4daf-bd29-d854c36a3e1a,avoiding energy crash after consumption,(gated),,,0,1.0,0.0,0.0,0.0,11,False,True,convgraph.node.chain.level.skip
2,early,bridge,158b1eca-60a3-459a-a0bc-7b9ae5a62b66,acceptable taste despite no sugar,(gated),,,0,1.0,0.0,0.0,0.0,11,False,True,convgraph.node.chain.level.skip
2,early,bridge,64c61bc5-6673-46d4-a032-3ae6fa48ba5c,deliberate beverage choice-making,(gated),,,0,1.0,0.0,0.0,0.0,11,False,True,convgraph.node.chain.level.skip
2,early,bridge,slot_45528e63ea45,,(gated),,,0,1.0,0.0,0.0,0.0,11,False,True,convgraph.node.chain.level.skip
2,early,bridge,slot_697127306888,,(gated),,,0,1.0,0.0,0.0,0.0,11,False,True,convgraph.node.chain.level.skip
2,early,bridge,slot_8cd8a1de9ad2,,(gated),,,0,1.0,0.0,0.0,0.0,11,False,True,convgraph.node.chain.level.skip
2,early,bridge,slot_0439bf9f0a59,,(gated),,,0,1.0,0.0,0.0,0.0,11,False,True,convgraph.node.chain.level.skip
2,early,bridge,e0ddcad2-bd38-4efc-8000-c7bff0a96fbf,absence of artificial sweetener aftertaste,(gated),,,0,1.0,0.0,0.0,0.0,11,False,True,convgraph.node.chain.level.skip
2,early,bridge,382fe8cb-900f-44bf-8e0b-4a33674d6ae2,avoiding unpleasant taste experience,(gated),,,0,1.0,0.0,0.0,0.0,11,False,True,convgraph.node.chain.level.skip
2,early,branch,7ab35cff-2575-47b5-b269-26f07037cd88,zero sugar formulation,convgraph.node.chain.branching_deficit,1.0,0.25,0.25,1.4,0.1,0.62,0.968,1,True,False,
2,early,branch,7ab35cff-2575-47b5-b269-26f07037cd88,zero sugar formulation,convgraph.node.recency,0.0,0.15,0.0,1.4,0.1,0.62,0.968,1,True,False,
2,early,branch,7ab35cff-2575-47b5-b269-26f07037cd88,zero sugar formulation,convgraph.node.exhaustion,0.0,-0.3,-0.0,1.4,0.1,0.62,0.968,1,True,False,
2,early,branch,7ab35cff-2575-47b5-b269-26f07037cd88,zero sugar formulation,response.semantic.llm.engagement.high,True,0.1,0.1,1.4,0.1,0.62,0.968,1,True,False,
2,early,branch,7ab35cff-2575-47b5-b269-26f07037cd88,zero sugar formulation,interview.strategy.self_count,0.2,-0.15,-0.03,1.4,0.1,0.62,0.968,1,True,False,
2,early,branch,7ab35cff-2575-47b5-b269-26f07037cd88,zero sugar formulation,convgraph.node.chain.has_attribute_foundation.true,True,0.3,0.3,1.4,0.1,0.62,0.968,1,True,False,
2,early,branch,7ab35cff-2575-47b5-b269-26f07037cd88,zero sugar formulation,convgraph.node.chain.has_terminal_apex.true,False,0.5,0.0,1.4,0.1,0.62,0.968,1,True,False,
2,early,branch,2038f8e0-f982-4daf-bd29-d854c36a3e1a,avoiding energy crash after consumption,convgraph.node.chain.branching_deficit,0.5,0.25,0.125,1.4,0.1,0.495,0.793,6,False,False,
2,early,branch,2038f8e0-f982-4daf-bd29-d854c36a3e1a,avoiding energy crash after consumption,convgraph.node.recency,0.0,0.15,0.0,1.4,0.1,0.495,0.793,6,False,False,
2,early,branch,2038f8e0-f982-4daf-bd29-d854c36a3e1a,avoiding energy crash after consumption,convgraph.node.exhaustion,0.0,-0.3,-0.0,1.4,0.1,0.495,0.793,6,False,False,
2,early,branch,2038f8e0-f982-4daf-bd29-d854c36a3e1a,avoiding energy crash after consumption,response.semantic.llm.engagement.high,True,0.1,0.1,1.4,0.1,0.495,0.793,6,False,False,
2,early,branch,2038f8e0-f982-4daf-bd29-d854c36a3e1a,avoiding energy crash after consumption,interview.strategy.self_count,0.2,-0.15,-0.03,1.4,0.1,0.495,0.793,6,False,False,
2,early,branch,2038f8e0-f982-4daf-bd29-d854c36a3e1a,avoiding energy crash after consumption,convgraph.node.chain.has_attribute_foundation.true,True,0.3,0.3,1.4,0.1,0.495,0.793,6,False,False,
2,early,branch,2038f8e0-f982-4daf-bd29-d854c36a3e1a,avoiding energy crash after consumption,convgraph.node.chain.has_terminal_apex.true,False,0.5,0.0,1.4,0.1,0.495,0.793,6,False,False,
2,early,branch,158b1eca-60a3-459a-a0bc-7b9ae5a62b66,acceptable taste despite no sugar,convgraph.node.chain.branching_deficit,1.0,0.25,0.25,1.4,0.1,0.62,0.968,2,False,False,
2,early,branch,158b1eca-60a3-459a-a0bc-7b9ae5a62b66,acceptable taste despite no sugar,convgraph.node.recency,0.0,0.15,0.0,1.4,0.1,0.62,0.968,2,False,False,
2,early,branch,158b1eca-60a3-459a-a0bc-7b9ae5a62b66,acceptable taste despite no sugar,convgraph.node.exhaustion,0.0,-0.3,-0.0,1.4,0.1,0.62,0.968,2,False,False,
2,early,branch,158b1eca-60a3-459a-a0bc-7b9ae5a62b66,acceptable taste despite no sugar,response.semantic.llm.engagement.high,True,0.1,0.1,1.4,0.1,0.62,0.968,2,False,False,
2,early,branch,158b1eca-60a3-459a-a0bc-7b9ae5a62b66,acceptable taste despite no sugar,interview.strategy.self_count,0.2,-0.15,-0.03,1.4,0.1,0.62,0.968,2,False,False,
2,early,branch,158b1eca-60a3-459a-a0bc-7b9ae5a62b66,acceptable taste despite no sugar,convgraph.node.chain.has_attribute_foundation.true,True,0.3,0.3,1.4,0.1,0.62,0.968,2,False,False,
2,early,branch,158b1eca-60a3-459a-a0bc-7b9ae5a62b66,acceptable taste despite no sugar,convgraph.node.chain.has_terminal_apex.true,False,0.5,0.0,1.4,0.1,0.62,0.968,2,False,False,
2,early,branch,64c61bc5-6673-46d4-a032-3ae6fa48ba5c,deliberate beverage choice-making,convgraph.node.chain.branching_deficit,1.0,0.25,0.25,1.4,0.1,0.62,0.968,3,False,False,
2,early,branch,64c61bc5-6673-46d4-a032-3ae6fa48ba5c,deliberate beverage choice-making,convgraph.node.recency,0.0,0.15,0.0,1.4,0.1,0.62,0.968,3,False,False,
